번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
104,손해배상(기)·손해배상(기)·손해배상(기)·손해배상(기)·손해배상(기),2013가합70571,2015. 1. 15.,전자금융거래법,"제2조, 제5조, 제9조, 제21조, 제49조","甲 등이 乙 은행 등에 예금계좌를 개설하고 인터넷 뱅킹 서비스 등을 이용하여 왔는데, 丙이 이른바 파밍(Pharming)을 통하여 획득한 甲 등의 계좌번호와 비밀번호, 보안카드 번호 등 금융거래정보를 이용하여 甲 등 명의의 공인인증서를 취득한 후 甲 등의 예금계좌에서 이체거래를 한 사안에서, 甲 등과 전자금융거래계약을 체결한 乙 은행 등은 甲 등에게 발생한 손해를 배상할 의무가 있는데, 甲 등에게 중대한 과실이 인정되므로 그 정도에 따라 甲 등도 책임의 전부 또는 일부를 부담하여야 한다고 본 사례"
,,,,전자금융거래법 시행령,"제2조, 제8조",
,,,,전자서명법,"제2조, 제15조",
,,,,전자서명법 시행규칙,"제13조의2, 제13조의3",
105,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·정보통신망이용촉진및정보보호등에관한법률위반·업무방해,2013도15457,2015. 1. 15.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제49조, 제71조","정보통신망 이용촉진 및 정보보호 등에 관한 법률 제49조에서 정한 ‘타인의 비밀’, ‘정보통신망에 의하여 처리·보관 또는 전송되는 타인의 비밀 침해·도용’의 의미"
106,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·공직선거법위반,2014노124,2015. 1. 7.,,"제49조, 제71조",
107,산업기술의유출방지및보호에관한법률위반·업무상배임,2013노4413,2014. 12. 19.,,"제49조, 제71조",
108,정보통신망이용촉진및정보보호등에관한법률위반(음란물유포)방조ㆍ청소년보호법위반ㆍ아동ㆍ청소년의성보호에관한법률위반(음란물제작ㆍ배포등)방조{예비적죄명:정보통신망이용촉진및정보보호등에관한법률위반(음란물유포)방조}ㆍ아동ㆍ청소년의성보호에관한법률위반(음란물제작ㆍ배포등){예비적죄명:정보통신망이용촉진및정보보호등에관한법률위반(음란물유포)},2014노2680,2014. 12. 19.,,"제49조, 제71조",
109,지방교육자치에관한법률위반,2014노407,2014. 12. 5.,,"제49조, 제71조",
110,손해배상(사실혼파기),2013드합1012,2014. 11. 20.,민법,"제751조, 제812조","甲이 乙과 결혼을 전제로 동거하면서 사실혼관계에 있었는데 丙이 乙과 성관계를 하는 등 부정행위를 하여 甲과 乙 사이의 사실혼관계가 파탄되었음을 이유로 丙을 상대로 사실혼관계의 부당 파기에 따른 위자료의 지급을 구한 사안에서, 甲과 乙 사이에 사실혼관계에 해당하는 혼인생활의 실체 및 혼인의사의 합치가 있었다고 보기 어렵다는 등의 이유로 甲의 청구를 기각한 사례"
111,저작권으로인한채무부존재확인·손해배상(기),2014나19631,2014. 11. 20.,,"제751조, 제812조",
112,사기·정보통신망이용촉진및정보보호등에관한법률위반·표시·광고의공정화에관한법률위반,2014도10900,2014. 11. 13.,독점규제 및 공정거래에 관한 법률,제71조,구 표시·광고의 공정화에 관한 법률 제17조의 규정에 의한 죄는 같은 법 제16조 제3항에 의하여 준용되는 구 독점규제 및 공정거래에 관한 법률 제71조 제1항에 따라 공정거래위원회의 고발이 있어야 공소를 제기할 수 있는지 여부(적극)
,,,,표시ㆍ광고의 공정화에 관한 법률,"제3조, 제16조, 제17조",
,,,,형사소송법,제327조,
113,컴퓨터등사용사기·정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·게임산업진흥에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반,2014도8838,2014. 11. 13.,게임산업진흥에 관한 법률,"제32조, 제44조",불법적으로 대량 생산한 게임머니 등이 구 게임산업진흥에 관한 법률 시행령 제18조의3 제3호에서 규정한 ‘게임물의 비정상적인 이용을 통하여 생산·획득한 게임머니 또는 게임아이템 등의 데이터’ 및 게임산업진흥에 관한 법률 시행령 제18조의3 제3호 (다)목에서 규정한 ‘다른 사람의 개인정보로 게임물을 이용하여 생산·획득한 게임머니 또는 게임아이템 등의 데이터’에 포함되는지 여부(적극)
,,,,게임산업진흥에 관한 법률 시행령,제18조의3,
114,공직선거법위반·특정범죄가중처벌등에관한법률위반(보복협박등)·정보통신망이용촉진및정보보호등에관한법률위반,2014노268,2014. 11. 5.,공직선거법,"제53조, 제60조, 제97조, 제235조, 제255조","甲 신문사 소속 기자인 피고인이 乙 신문사 소속 기자 丙에게 공직선거 후보자 丁을 홍보하는 기사 게재를 요청하면서 돈을 제공하였다고 하여 공직선거법 위반으로 기소된 사안에서, 제반 사정에 비추어 피고인이 丙에게 전달한 돈은 丁에 대한 기사보도 요청과 관련된 것이라는 등의 이유로 유죄를 인정한 사례"
,,,,공직선거법 시행령,제4조,
,,,,형법,제37조,
115,부당이득금반환,2013나49885,2014. 11. 4.,대한민국헌법,"제10조, 제17조, 제37조","국립대학교 교수 甲이, 인물정보 제공 사이트를 운영하면서 甲 등 국내 인물들의 개인정보를 제3자에게 유료로 제공해 온 乙 주식회사 등, 포털사이트를 운영하면서 乙 회사 등과 업무제휴를 맺은 후 甲 등 국내 인물들의 개인정보에 대한 메타정보를 제공받아 제3자에게 무료로 제공하면서 상세한 정보는 제휴사가 유료로 제공한다는 취지의 안내 등을 해 온 丙 주식회사 등, 종합법률정보 제공 사이트를 운영하면서 甲 등 국내 법과대학 교수들의 개인정보를 유료로 제공해 온 丁 주식회사를 상대로 개인정보자기결정권 침해 등을 이유로 불법행위에 따른 손해배상을 구한 사안에서, 乙 회사 등과 丁 회사의 불법행위책임 및 丙 회사 등의 乙 회사 등과 공동불법행위책임을 인정한 사례"
,,,,민법,"제750조, 제751조, 제760조",
116,손해배상(기),2013다203413,2014. 10. 30.,국가배상법,제2조,"[1] 국가공무원에 대한 징계가 국가공무원법 및 관련 법령이 정한 절차에 따라 징계위원들이나 징계권자의 자율적인 판단에 의하여 행하여진 경우, 징계양정이 결과적으로 재량권 일탈로 인정된다고 하여 불법행위책임을 물을 수 있는지 여부(원칙적 소극) 및 국가공무원에 대한 징계처분이 불법행위를 구성하기 위한 요건
[2] 공무원 甲이 국세청 내부통신망에 전 국세청장을 비난하는 내용의 글을 게시하자, 지방국세청장이 甲에 대한 해임처분을 하였는데, 이후 법원이 위 해임처분은 위법하다는 판결을 선고하고, 甲에 대한 정보통신망이용촉진및정보보호등에관한법률위반(명예훼손)의 공소사실에 대하여 무죄판결을 선고하여 각 판결이 확정된 사안에서, 甲에 대한 징계사유로 된 사실이 징계처분 사유에 해당한다고 볼 수 없음이 객관적으로 명백하다거나 징계권자가 조금만 주의를 기울이면 이와 같은 사정을 쉽게 알아볼 수 있었다고 보기 어려운데도, 이와 달리 보아 위 징계처분이 甲에 대한 관계에서 불법행위를 구성한다고 판단한 원심판결에 법리오해의 위법이 있다고 한 사례"
,,,,민법,제750조,
117,모욕·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),2014노2406,2014. 10. 24.,,제750조,
118,정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),2014고정1619,2014. 10. 23.,정보통신망 이용촉진 및 정보보호 등에 관한 법률,"제44조의7, 제70조","[1] 인터넷 아이디(ID)만 알 수 있을 뿐 그와 같은 아이디를 가진 사람이 누구인지 추지할 자료가 없는 피해자에 대해 허위사실을 적시한 경우, 명예훼손죄가 성립하는지 여부(소극)
[2] 피고인이 특정 인터넷 카페 게시판에 甲이라는 아이디(ID)를 가진 피해자 乙에 대해 허위사실을 게시하였다고 하여 정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(명예훼손)으로 기소된 사안에서, 피해자는 위 카페에서 甲이라는 이름으로만 글을 올려 왔을 뿐 甲이 乙이라는 사람임을 알 수 있는 어떠한 정보도 게시되어 있지 않은 점 등에 비추어 甲에 대한 댓글만으로 乙에 대한 명예훼손죄가 성립하지 않는다고 한 사례"
,,,,형법,"제307조, 제311조",
,,,,형사소송법,제325조,
119,정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),2014도9423,2014. 10. 15.,대한민국헌법,제11조,반의사불벌죄에서 처벌을 희망하는 의사표시의 철회가 가능한 시기를 ‘제1심 판결선고 전까지’로 제한한 형사소송법 제232조 제3항이 평등원칙을 규정한 헌법 제11조에 반하는지 여부(소극)
,,,,형사소송법,제232조,
120,살인[인정된죄명:특정범죄가중처벌등에관한법률위반(보복살인등)]·정보통신망이용촉진및정보보호등에관한법률위반,2014도9030,2014. 9. 26.,특정범죄 가중처벌 등에 관한 법률,제5조의9,"특정범죄 가중처벌 등에 관한 법률 제5조의9 제1항 위반죄의 행위자에게 ‘보복의 목적’이 있었다는 점에 대한 증명책임의 소재(=검사)와 증명 정도 및 피고인의 자백이 없는 경우, 피고인에게 보복의 목적이 있었는지 판단하는 기준"
,,,,형법,제250조,
,,,,형사소송법,제308조,
121,아동·청소년의성보호에관한법률위반(음란물제작·배포등)·정보통신망이용촉진및정보보호등에관한법률위반(음란물유포),2013도12607,2014. 9. 26.,대한민국헌법,제12조,구 아동·청소년의 성보호에 관한 법률 제2조 제5호에서 정한 ‘아동·청소년으로 인식될 수 있는 사람’의 의미
,,,,아동ㆍ청소년의 성보호에 관한 법률,"제1조, 제2조, 제11조",
,,,,형법,제1조,
122,공직선거법위반·국가정보원법위반,2013고합577,2014. 9. 11.,,제1조,
123,지방교육자치에관한법률위반,2014고합106,2014. 9. 1.,,제1조,
124,성폭력범죄의처벌등에관한특례법위반(장애인에대한준강간등)·성폭력범죄의처벌등에관한특례법위반(장애인준강간등)·성폭력범죄의처벌등에관한특례법위반(장애인위계등간음)·성폭력범죄의처벌등에관한특례법위반(장애인위계등추행)·성폭력범죄의처벌및피해자보호등에관한법률위반(장애인에대한준강간등)·부착명령·배상명령신청,2013고합171,2014. 8. 28.,,제1조,
125,내란음모·국가보안법위반(찬양·고무등)·내란선동,2014노762,2014. 8. 11.,,제1조,
126,무고·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손)·명예훼손,2014도6377,2014. 7. 24.,사립학교법,"제53조, 제53조의2, 제54조","[1] 형법 제156조에서 정한 ‘징계처분’의 의미 / 학교법인 등의 사립학교 교원에 대한 인사권의 행사로서 징계 등 불리한 처분의 성격(=사법적 법률행위) 및 사립학교 교원에 대한 학교법인 등의 징계처분이 형법 제156조의 ‘징계처분’에 포함되는지 여부(소극)
[2] 피고인이 사립대학교 교수인 피해자들로 하여금 징계처분을 받게 할 목적으로 범정부 국민포털인 국민신문고에 민원을 제기한 사안에서, 피해자들은 사립학교 교원이므로 피고인의 행위가 무고죄에 해당하지 않음에도, 이와 달리 보아 유죄를 인정한 원심판결에 법리오해의 잘못이 있다고 한 사례"
,,,,형법,"제1조, 제156조",
127,성폭력범죄의처벌등에관한특례법위반(장애인강간)[인정된죄명:성폭력범죄의처벌등에관한특례법위반(장애인위계등간음)]·성폭력범죄의처벌등에관한특례법위반(장애인강제추행)[인정된죄명:강제추행·성폭력범죄의처벌등에관한특례법위반(장애인위계등추행)],2014노109,2014. 7. 3.,,"제1조, 제156조",
128,컴퓨터등사용사기·정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등)·게임산업진흥에관한법률위반·범죄수익은닉의규제및처벌등에관한법률위반,2014노323,2014. 6. 26.,,"제1조, 제156조",
